X,Y,Z,ID,Date,Location Residual,Sensors Hit,Sensors Used,Apparent Volume,Seismic Moment,Local Magnitude
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.64E+00,7.00E+00,6.00E+00,1.17E+03,2.42E+06,-2.40E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.07E+00,9.00E+00,9.00E+00,1.57E+03,5.09E+06,-2.20E+00
2.76E+03,4.72E+03,1.10E+03,nan,nan,2.94E+00,7.00E+00,5.00E+00,9.80E+02,2.70E+06,-2.40E+00
2.78E+03,4.71E+03,1.07E+03,nan,nan,3.41E+00,6.00E+00,6.00E+00,2.04E+03,3.56E+06,-2.30E+00
2.78E+03,4.72E+03,1.08E+03,nan,nan,1.98E+00,1.10E+01,7.00E+00,1.07E+03,1.21E+07,-1.80E+00
2.76E+03,4.71E+03,1.10E+03,nan,nan,3.60E+00,1.20E+01,1.20E+01,2.20E+04,3.34E+07,-1.70E+00
2.76E+03,4.72E+03,1.10E+03,nan,nan,3.28E+00,8.00E+00,8.00E+00,3.29E+03,3.98E+06,-2.30E+00
2.76E+03,4.71E+03,1.08E+03,nan,nan,3.13E+00,6.00E+00,6.00E+00,4.20E+03,4.51E+06,-2.30E+00
2.76E+03,4.72E+03,1.09E+03,nan,nan,4.61E+00,1.20E+01,1.10E+01,5.82E+03,4.38E+07,-1.40E+00
2.75E+03,4.72E+03,1.10E+03,nan,nan,4.09E+00,1.10E+01,1.10E+01,6.26E+03,2.98E+07,-1.60E+00
2.85E+03,4.74E+03,1.13E+03,nan,nan,2.68E+00,8.00E+00,8.00E+00,1.29E+03,3.22E+06,-2.30E+00
2.77E+03,4.72E+03,1.09E+03,nan,nan,1.28E+00,7.00E+00,7.00E+00,3.02E+03,5.90E+06,-2.20E+00
2.89E+03,4.80E+03,1.00E+03,nan,nan,4.25E+00,6.00E+00,5.00E+00,3.28E+04,3.42E+07,-1.70E+00
2.78E+03,4.72E+03,1.10E+03,nan,nan,2.25E+00,7.00E+00,7.00E+00,9.79E+02,3.35E+06,-2.30E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.14E+00,7.00E+00,7.00E+00,1.41E+03,2.71E+06,-2.40E+00
2.78E+03,4.71E+03,1.09E+03,nan,nan,3.92E+00,1.10E+01,1.10E+01,2.79E+03,2.17E+07,-1.60E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,1.82E+00,6.00E+00,6.00E+00,2.91E+02,1.70E+06,-2.40E+00
2.69E+03,4.73E+03,1.10E+03,nan,nan,3.62E+00,8.00E+00,7.00E+00,4.84E+03,1.14E+07,-2.00E+00
2.70E+03,4.74E+03,1.11E+03,nan,nan,3.63E+00,6.00E+00,5.00E+00,6.84E+03,1.01E+07,-2.00E+00
2.69E+03,4.73E+03,1.09E+03,nan,nan,5.16E+00,9.00E+00,9.00E+00,7.11E+03,3.66E+07,-1.50E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,3.32E+00,9.00E+00,9.00E+00,3.08E+03,9.00E+06,-2.00E+00
2.73E+03,4.73E+03,1.10E+03,nan,nan,1.96E+00,6.00E+00,6.00E+00,1.31E+03,7.38E+06,-2.00E+00
2.81E+03,4.72E+03,1.11E+03,nan,nan,1.86E+00,7.00E+00,6.00E+00,1.94E+04,1.75E+07,-1.90E+00
2.67E+03,4.70E+03,1.17E+03,nan,nan,6.90E+00,9.00E+00,9.00E+00,3.38E+03,1.83E+07,-1.70E+00
2.81E+03,4.76E+03,1.14E+03,nan,nan,1.30E+00,6.00E+00,6.00E+00,1.52E+04,1.03E+07,-2.10E+00
2.72E+03,4.73E+03,1.07E+03,nan,nan,3.52E+00,9.00E+00,9.00E+00,2.95E+03,8.12E+07,-1.10E+00
2.67E+03,4.69E+03,1.16E+03,nan,nan,6.30E+00,1.10E+01,1.10E+01,1.61E+04,5.71E+08,-5.00E-01
2.71E+03,4.72E+03,1.07E+03,nan,nan,4.12E+00,8.00E+00,8.00E+00,9.70E+02,1.31E+07,-1.70E+00
2.69E+03,4.68E+03,1.13E+03,nan,nan,6.11E+00,1.10E+01,1.00E+01,5.33E+04,4.23E+08,-8.00E-01
2.79E+03,4.72E+03,1.09E+03,nan,nan,3.28E+00,9.00E+00,9.00E+00,1.45E+03,1.48E+07,-1.70E+00
2.76E+03,4.72E+03,1.09E+03,nan,nan,3.59E+00,8.00E+00,8.00E+00,2.44E+03,1.20E+07,-1.90E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.12E+00,7.00E+00,7.00E+00,1.11E+03,3.22E+06,-2.30E+00
2.93E+03,4.70E+03,1.09E+03,nan,nan,3.91E+00,7.00E+00,6.00E+00,1.82E+03,5.84E+06,-2.10E+00
2.79E+03,4.72E+03,1.06E+03,nan,nan,2.07E+00,8.00E+00,8.00E+00,3.49E+02,3.64E+06,-2.10E+00
2.79E+03,4.72E+03,1.09E+03,nan,nan,2.69E+00,6.00E+00,6.00E+00,4.25E+02,1.98E+06,-2.40E+00
2.81E+03,4.75E+03,1.09E+03,nan,nan,2.06E+00,7.00E+00,5.00E+00,1.07E+04,1.30E+07,-2.00E+00
2.72E+03,4.69E+03,1.15E+03,nan,nan,4.47E+00,1.00E+01,9.00E+00,9.10E+03,1.09E+08,-1.10E+00
2.78E+03,4.72E+03,1.08E+03,nan,nan,2.70E+00,7.00E+00,7.00E+00,1.26E+03,4.27E+06,-2.20E+00
2.94E+03,4.75E+03,1.03E+03,nan,nan,4.54E+00,6.00E+00,6.00E+00,1.68E+05,6.56E+07,-1.70E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.44E+00,6.00E+00,5.00E+00,1.54E+03,2.04E+06,-2.50E+00
2.79E+03,4.72E+03,1.09E+03,nan,nan,2.73E+00,6.00E+00,6.00E+00,4.52E+02,9.36E+05,-2.70E+00
2.73E+03,4.68E+03,1.09E+03,nan,nan,2.28E+00,6.00E+00,5.00E+00,2.46E+03,6.72E+06,-2.10E+00
2.71E+03,4.66E+03,1.11E+03,nan,nan,5.12E+00,1.10E+01,1.10E+01,1.71E+04,1.13E+08,-1.20E+00
2.69E+03,4.67E+03,1.11E+03,nan,nan,5.03E+00,1.00E+01,9.00E+00,1.38E+04,6.62E+07,-1.40E+00
2.70E+03,4.70E+03,1.10E+03,nan,nan,4.00E+00,6.00E+00,5.00E+00,1.59E+04,4.37E+07,-1.60E+00
2.66E+03,4.69E+03,1.13E+03,nan,nan,5.79E+00,7.00E+00,7.00E+00,5.33E+03,3.96E+07,-1.50E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.42E+00,9.00E+00,8.00E+00,5.14E+02,3.80E+06,-2.10E+00
2.68E+03,4.69E+03,1.11E+03,nan,nan,6.24E+00,1.20E+01,1.20E+01,3.03E+04,4.62E+08,-7.00E-01
2.78E+03,4.71E+03,1.07E+03,nan,nan,2.90E+00,1.00E+01,9.00E+00,6.15E+03,2.78E+07,-1.60E+00
2.78E+03,4.71E+03,1.08E+03,nan,nan,2.33E+00,1.00E+01,8.00E+00,3.98E+03,7.92E+06,-2.10E+00
2.78E+03,4.72E+03,1.09E+03,nan,nan,2.04E+00,7.00E+00,7.00E+00,9.83E+02,2.86E+06,-2.30E+00
2.79E+03,4.73E+03,1.09E+03,nan,nan,1.88E+00,6.00E+00,6.00E+00,3.76E+02,9.78E+05,-2.70E+00
2.79E+03,4.72E+03,1.10E+03,nan,nan,3.21E+00,7.00E+00,7.00E+00,1.60E+03,5.68E+06,-2.10E+00
2.78E+03,4.73E+03,1.10E+03,nan,nan,3.26E+00,9.00E+00,8.00E+00,1.19E+03,3.95E+06,-2.20E+00
2.73E+03,4.70E+03,1.12E+03,nan,nan,4.80E+00,1.10E+01,1.00E+01,1.09E+04,6.25E+07,-1.40E+00
2.75E+03,4.70E+03,1.04E+03,nan,nan,4.18E+00,1.10E+01,7.00E+00,2.16E+03,3.77E+08,-4.00E-01
2.79E+03,4.72E+03,1.09E+03,nan,nan,2.91E+00,1.00E+01,1.00E+01,2.17E+03,1.45E+07,-1.80E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.66E+00,1.00E+01,1.00E+01,2.61E+03,1.46E+07,-1.80E+00
2.80E+03,4.72E+03,1.10E+03,nan,nan,2.71E+00,7.00E+00,7.00E+00,7.70E+02,1.42E+06,-2.60E+00
2.80E+03,4.72E+03,1.09E+03,nan,nan,3.26E+00,1.00E+01,1.00E+01,2.64E+03,2.18E+07,-1.60E+00
2.78E+03,4.73E+03,1.08E+03,nan,nan,1.79E+00,6.00E+00,6.00E+00,2.89E+03,2.60E+06,-2.50E+00
2.78E+03,4.73E+03,1.09E+03,nan,nan,1.31E+00,7.00E+00,7.00E+00,7.85E+02,2.54E+06,-2.40E+00
2.79E+03,4.72E+03,1.08E+03,nan,nan,1.42E+00,6.00E+00,6.00E+00,1.82E+03,3.36E+06,-2.30E+00
2.81E+03,4.75E+03,1.15E+03,nan,nan,1.97E+00,6.00E+00,6.00E+00,3.00E+02,1.96E+06,-2.30E+00
2.78E+03,4.73E+03,1.08E+03,nan,nan,1.29E+00,6.00E+00,6.00E+00,1.40E+03,5.00E+06,-2.10E+00
2.80E+03,4.74E+03,1.09E+03,nan,nan,2.02E+00,6.00E+00,6.00E+00,4.59E+03,3.24E+06,-2.50E+00
2.79E+03,4.65E+03,1.10E+03,nan,nan,2.82E+00,6.00E+00,6.00E+00,8.43E+03,1.89E+07,-1.80E+00
2.79E+03,4.73E+03,1.10E+03,nan,nan,2.27E+00,9.00E+00,9.00E+00,7.04E+03,8.58E+07,-1.20E+00
2.77E+03,4.72E+03,1.06E+03,nan,nan,2.59E+00,8.00E+00,8.00E+00,4.82E+03,1.68E+07,-1.80E+00
2.80E+03,4.73E+03,1.09E+03,nan,nan,1.97E+00,8.00E+00,8.00E+00,9.78E+02,5.24E+06,-2.10E+00
2.79E+03,4.74E+03,1.09E+03,nan,nan,1.44E+00,7.00E+00,7.00E+00,3.65E+03,8.59E+06,-2.00E+00
2.77E+03,4.75E+03,1.09E+03,nan,nan,1.81E+00,6.00E+00,6.00E+00,2.24E+03,1.97E+06,-2.60E+00
2.81E+03,4.72E+03,1.10E+03,nan,nan,2.08E+00,6.00E+00,6.00E+00,5.94E+02,4.15E+06,-2.10E+00
2.78E+03,4.71E+03,1.06E+03,nan,nan,2.73E+00,8.00E+00,8.00E+00,3.21E+03,2.19E+07,-1.60E+00
2.83E+03,4.64E+03,9.58E+02,nan,nan,4.24E+00,8.00E+00,8.00E+00,6.31E+03,2.51E+07,-1.70E+00
2.84E+03,4.61E+03,9.99E+02,nan,nan,3.20E+00,6.00E+00,6.00E+00,1.15E+03,6.24E+06,-2.00E+00
2.74E+03,4.76E+03,1.07E+03,nan,nan,1.06E+00,6.00E+00,5.00E+00,6.27E+02,2.69E+06,-2.30E+00
2.86E+03,4.75E+03,1.15E+03,nan,nan,2.61E+00,8.00E+00,8.00E+00,1.94E+04,1.47E+07,-2.00E+00
2.88E+03,4.72E+03,1.17E+03,nan,nan,1.74E+00,7.00E+00,5.00E+00,5.81E+04,3.69E+07,-1.80E+00
2.80E+03,4.72E+03,1.10E+03,nan,nan,3.49E+00,1.10E+01,1.10E+01,9.70E+03,4.46E+08,-6.00E-01
2.71E+03,4.72E+03,1.13E+03,nan,nan,3.82E+00,6.00E+00,5.00E+00,1.52E+04,1.08E+07,-2.10E+00
2.80E+03,4.73E+03,1.12E+03,nan,nan,3.58E+00,8.00E+00,8.00E+00,1.04E+04,1.63E+07,-1.90E+00
2.80E+03,4.72E+03,1.09E+03,nan,nan,2.58E+00,9.00E+00,9.00E+00,9.75E+03,3.96E+07,-1.50E+00
2.80E+03,4.72E+03,1.08E+03,nan,nan,2.49E+00,9.00E+00,8.00E+00,1.30E+03,6.41E+06,-2.00E+00
2.70E+03,4.74E+03,1.08E+03,nan,nan,6.16E+00,1.20E+01,1.10E+01,2.21E+03,1.41E+08,-8.00E-01
2.81E+03,4.71E+03,1.07E+03,nan,nan,3.74E+00,1.00E+01,1.00E+01,4.07E+03,4.00E+07,-1.40E+00
2.81E+03,4.72E+03,1.10E+03,nan,nan,3.38E+00,9.00E+00,9.00E+00,1.13E+03,7.10E+06,-2.00E+00
2.64E+03,4.70E+03,1.12E+03,nan,nan,5.95E+00,7.00E+00,7.00E+00,4.14E+03,1.57E+07,-1.80E+00
2.77E+03,4.71E+03,1.08E+03,nan,nan,3.17E+00,7.00E+00,7.00E+00,6.47E+03,9.70E+06,-2.10E+00
2.80E+03,4.73E+03,1.12E+03,nan,nan,2.45E+00,7.00E+00,7.00E+00,1.20E+03,3.67E+06,-2.30E+00
2.87E+03,4.68E+03,1.05E+03,nan,nan,3.53E+00,6.00E+00,5.00E+00,8.69E+03,1.43E+07,-1.90E+00
2.70E+03,4.71E+03,1.04E+03,nan,nan,5.72E+00,1.00E+01,1.00E+01,3.99E+02,3.93E+07,-1.20E+00
2.81E+03,4.73E+03,1.12E+03,nan,nan,9.20E-01,6.00E+00,6.00E+00,1.19E+03,2.22E+06,-2.50E+00
2.69E+03,4.69E+03,1.11E+03,nan,nan,7.58E+00,1.10E+01,1.00E+01,1.64E+04,1.68E+08,-1.00E+00
2.82E+03,4.81E+03,1.08E+03,nan,nan,2.15E+00,7.00E+00,6.00E+00,4.37E+03,1.60E+07,-1.80E+00
2.78E+03,4.72E+03,1.06E+03,nan,nan,2.34E+00,6.00E+00,6.00E+00,6.42E+02,6.50E+06,-1.90E+00
2.82E+03,4.74E+03,1.12E+03,nan,nan,1.65E+00,8.00E+00,7.00E+00,1.14E+04,1.32E+07,-2.00E+00
2.76E+03,4.70E+03,1.01E+03,nan,nan,2.52E+00,6.00E+00,6.00E+00,6.90E+02,2.93E+06,-2.30E+00
2.69E+03,4.69E+03,1.04E+03,nan,nan,6.47E+00,1.10E+01,1.10E+01,3.92E+03,6.91E+07,-1.20E+00
2.81E+03,4.74E+03,1.13E+03,nan,nan,1.74E+00,7.00E+00,7.00E+00,2.27E+03,4.92E+06,-2.20E+00
2.70E+03,4.67E+03,1.03E+03,nan,nan,6.55E+00,1.10E+01,1.10E+01,2.52E+03,2.88E+07,-1.50E+00
2.99E+03,4.60E+03,1.06E+03,nan,nan,3.96E+00,1.00E+01,9.00E+00,2.07E+03,1.70E+07,-1.70E+00
2.81E+03,4.75E+03,1.12E+03,nan,nan,6.10E-01,7.00E+00,7.00E+00,1.44E+03,3.52E+06,-2.30E+00
2.80E+03,4.74E+03,1.12E+03,nan,nan,2.31E+00,8.00E+00,8.00E+00,1.45E+03,4.55E+06,-2.20E+00
2.84E+03,4.82E+03,1.24E+03,nan,nan,4.01E+00,8.00E+00,6.00E+00,1.18E+04,1.51E+07,-2.00E+00
2.72E+03,4.74E+03,1.05E+03,nan,nan,2.73E+00,8.00E+00,8.00E+00,5.35E+02,4.87E+06,-2.00E+00
2.97E+03,4.57E+03,1.01E+03,nan,nan,6.16E+00,6.00E+00,6.00E+00,6.49E+03,1.58E+07,-1.90E+00
2.83E+03,4.76E+03,1.04E+03,nan,nan,3.11E+00,1.10E+01,1.00E+01,3.08E+03,3.88E+07,-1.40E+00
2.74E+03,4.71E+03,1.05E+03,nan,nan,1.15E+00,7.00E+00,5.00E+00,1.08E+05,2.51E+07,-2.00E+00
2.76E+03,4.70E+03,1.01E+03,nan,nan,2.36E+00,6.00E+00,6.00E+00,8.64E+02,2.56E+06,-2.40E+00
2.72E+03,4.67E+03,9.96E+02,nan,nan,3.19E+00,8.00E+00,6.00E+00,1.19E+03,5.69E+06,-2.10E+00
2.74E+03,4.73E+03,1.06E+03,nan,nan,3.47E+00,9.00E+00,8.00E+00,1.47E+03,9.36E+06,-1.90E+00
2.72E+03,4.69E+03,1.08E+03,nan,nan,5.78E+00,1.20E+01,1.10E+01,4.81E+03,6.04E+07,-1.30E+00
2.79E+03,4.73E+03,1.05E+03,nan,nan,2.74E+00,8.00E+00,8.00E+00,2.46E+02,2.20E+06,-2.30E+00
2.74E+03,4.68E+03,1.06E+03,nan,nan,5.82E+00,1.10E+01,1.10E+01,3.99E+03,1.55E+07,-1.80E+00
2.70E+03,4.71E+03,1.04E+03,nan,nan,2.88E+00,9.00E+00,9.00E+00,3.84E+03,2.06E+07,-1.70E+00
2.73E+03,4.75E+03,1.05E+03,nan,nan,2.75E+00,7.00E+00,6.00E+00,2.21E+03,3.07E+06,-2.40E+00
2.69E+03,4.71E+03,1.04E+03,nan,nan,4.64E+00,9.00E+00,9.00E+00,4.73E+03,1.46E+07,-1.90E+00
2.81E+03,4.74E+03,1.04E+03,nan,nan,1.85E+00,7.00E+00,5.00E+00,3.58E+03,4.75E+06,-2.30E+00
2.76E+03,4.71E+03,1.06E+03,nan,nan,1.00E+00,6.00E+00,6.00E+00,4.04E+02,2.35E+06,-2.30E+00
2.70E+03,4.73E+03,1.05E+03,nan,nan,3.74E+00,9.00E+00,7.00E+00,3.22E+03,4.22E+07,-1.40E+00
2.72E+03,4.69E+03,1.06E+03,nan,nan,6.83E+00,1.40E+01,1.40E+01,7.47E+04,1.38E+09,-3.00E-01
2.74E+03,4.71E+03,1.06E+03,nan,nan,3.48E+00,8.00E+00,8.00E+00,1.35E+04,1.95E+07,-1.90E+00
2.73E+03,4.72E+03,1.04E+03,nan,nan,3.02E+00,6.00E+00,6.00E+00,5.93E+03,7.17E+06,-2.20E+00
2.80E+03,4.74E+03,1.12E+03,nan,nan,1.21E+00,7.00E+00,7.00E+00,6.86E+03,8.05E+06,-2.10E+00
2.76E+03,4.78E+03,1.03E+03,nan,nan,7.10E-01,7.00E+00,7.00E+00,2.21E+00,1.06E+06,-2.00E+00
2.72E+03,4.70E+03,1.05E+03,nan,nan,4.20E+00,1.00E+01,1.00E+01,2.87E+03,5.12E+07,-1.30E+00
2.81E+03,4.75E+03,1.13E+03,nan,nan,2.38E+00,7.00E+00,7.00E+00,3.70E+02,2.41E+06,-2.30E+00
2.72E+03,4.71E+03,1.05E+03,nan,nan,2.68E+00,9.00E+00,9.00E+00,1.27E+04,5.79E+07,-1.40E+00
2.73E+03,4.72E+03,1.05E+03,nan,nan,2.30E+00,6.00E+00,6.00E+00,1.03E+04,9.66E+06,-2.10E+00
2.72E+03,4.70E+03,1.06E+03,nan,nan,4.11E+00,7.00E+00,6.00E+00,2.25E+04,1.57E+07,-2.00E+00
2.80E+03,4.73E+03,1.14E+03,nan,nan,1.51E+00,9.00E+00,9.00E+00,4.51E+02,1.88E+07,-1.50E+00
2.72E+03,4.71E+03,1.01E+03,nan,nan,3.02E+00,6.00E+00,6.00E+00,2.72E+03,6.78E+06,-2.10E+00
2.72E+03,4.70E+03,1.06E+03,nan,nan,6.13E+00,1.30E+01,1.20E+01,1.37E+04,3.54E+08,-7.00E-01
2.70E+03,4.70E+03,1.05E+03,nan,nan,6.04E+00,1.30E+01,1.30E+01,1.14E+03,1.31E+08,-8.00E-01
2.81E+03,4.74E+03,1.11E+03,nan,nan,2.05E+00,7.00E+00,7.00E+00,1.59E+03,5.31E+06,-2.10E+00
2.74E+03,4.79E+03,1.05E+03,nan,nan,2.84E+00,1.00E+01,9.00E+00,2.06E+01,7.63E+06,-1.50E+00
2.71E+03,4.71E+03,1.04E+03,nan,nan,1.45E+00,9.00E+00,6.00E+00,7.72E+02,2.39E+07,-1.40E+00
2.97E+03,4.61E+03,9.54E+02,nan,nan,6.67E+00,1.10E+01,1.10E+01,2.79E+02,2.19E+07,-1.40E+00
2.72E+03,4.73E+03,1.05E+03,nan,nan,2.66E+00,7.00E+00,6.00E+00,9.24E+01,4.40E+06,-1.90E+00
2.76E+03,4.71E+03,1.02E+03,nan,nan,3.56E+00,8.00E+00,8.00E+00,2.88E+02,1.04E+07,-1.70E+00
2.70E+03,4.72E+03,1.05E+03,nan,nan,2.34E+00,7.00E+00,6.00E+00,7.82E+03,2.56E+07,-1.70E+00
2.68E+03,4.69E+03,1.04E+03,nan,nan,5.71E+00,1.00E+01,1.00E+01,5.86E+03,1.57E+08,-9.00E-01
2.73E+03,4.75E+03,1.07E+03,nan,nan,1.65E+00,5.00E+00,4.00E+00,2.79E+03,3.66E+06,-2.40E+00
2.78E+03,4.72E+03,1.06E+03,nan,nan,3.02E+00,9.00E+00,8.00E+00,3.55E+02,1.36E+07,-1.60E+00
2.70E+03,4.72E+03,1.05E+03,nan,nan,2.53E+00,7.00E+00,7.00E+00,1.04E+04,1.35E+07,-2.00E+00
2.79E+03,4.78E+03,1.02E+03,nan,nan,3.23E+00,9.00E+00,9.00E+00,1.56E+02,1.94E+07,-1.30E+00
2.70E+03,4.74E+03,1.03E+03,nan,nan,3.43E+00,8.00E+00,8.00E+00,1.04E+04,5.09E+07,-1.40E+00
2.72E+03,4.69E+03,1.05E+03,nan,nan,7.59E+00,7.00E+00,7.00E+00,8.15E+04,1.44E+08,-1.30E+00
2.75E+03,4.79E+03,1.04E+03,nan,nan,2.34E+00,7.00E+00,7.00E+00,7.68E+01,2.47E+06,-2.10E+00
2.80E+03,4.74E+03,1.13E+03,nan,nan,2.92E+00,8.00E+00,8.00E+00,1.03E+03,1.11E+07,-1.80E+00
2.73E+03,4.72E+03,1.04E+03,nan,nan,1.53E+00,7.00E+00,5.00E+00,9.10E+03,6.98E+06,-2.20E+00
2.73E+03,4.76E+03,1.05E+03,nan,nan,3.47E+00,9.00E+00,9.00E+00,4.13E+01,1.27E+07,-1.40E+00
2.71E+03,4.75E+03,1.07E+03,nan,nan,2.53E+00,6.00E+00,6.00E+00,1.58E+02,2.27E+06,-2.20E+00
2.75E+03,4.70E+03,1.20E+03,nan,nan,6.18E+00,1.10E+01,9.00E+00,7.18E+04,1.74E+08,-1.20E+00
2.85E+03,4.78E+03,1.16E+03,nan,nan,2.81E+00,6.00E+00,5.00E+00,3.71E+03,2.19E+07,-1.70E+00
2.81E+03,4.74E+03,1.12E+03,nan,nan,2.70E+00,8.00E+00,8.00E+00,6.54E+02,9.52E+06,-1.80E+00
2.78E+03,4.70E+03,1.06E+03,nan,nan,4.44E+00,1.00E+01,1.00E+01,5.27E+01,2.60E+08,-2.00E-01
2.75E+03,4.69E+03,1.04E+03,nan,nan,4.11E+00,9.00E+00,9.00E+00,5.96E+04,2.15E+07,-2.00E+00
2.78E+03,4.72E+03,1.05E+03,nan,nan,2.33E+00,8.00E+00,7.00E+00,9.70E+02,7.18E+06,-2.00E+00
2.76E+03,4.72E+03,1.05E+03,nan,nan,2.70E+00,7.00E+00,6.00E+00,4.08E+02,1.11E+07,-1.70E+00
2.80E+03,4.74E+03,1.15E+03,nan,nan,4.56E+00,1.20E+01,1.10E+01,5.44E+03,6.00E+07,-1.30E+00
2.80E+03,4.78E+03,1.06E+03,nan,nan,2.01E+00,7.00E+00,7.00E+00,3.82E+02,2.25E+06,-2.30E+00
2.77E+03,4.69E+03,1.05E+03,nan,nan,6.05E+00,7.00E+00,7.00E+00,6.58E+04,9.77E+08,-5.00E-01
2.78E+03,4.69E+03,1.05E+03,nan,nan,5.33E+00,1.10E+01,9.00E+00,1.24E+03,8.97E+07,-1.00E+00
2.80E+03,4.74E+03,1.12E+03,nan,nan,2.26E+00,6.00E+00,6.00E+00,2.78E+03,8.59E+06,-2.00E+00
2.79E+03,4.74E+03,1.06E+03,nan,nan,2.14E+00,6.00E+00,5.00E+00,1.94E+02,9.00E+05,-2.60E+00
