X,Y,Z,ID,Date,Location Residual,Sensors Hit,Sensors Used,Apparent Volume,Seismic Moment,Local Magnitude
2.79E+03,4.77E+03,1.00E+03,nan,nan,3.24E+00,7.00E+00,7.00E+00,2.76E+01,2.26E+06,-2.00E+00
2.87E+03,4.64E+03,9.89E+02,nan,nan,2.74E+00,6.00E+00,6.00E+00,2.41E+02,5.04E+06,-1.90E+00
2.78E+03,4.67E+03,9.69E+02,nan,nan,4.19E+00,1.10E+01,1.10E+01,1.18E+02,3.70E+07,-1.00E+00
2.79E+03,4.68E+03,9.92E+02,nan,nan,4.37E+00,1.10E+01,1.10E+01,1.80E+04,8.77E+07,-1.30E+00
2.92E+03,4.75E+03,1.13E+03,nan,nan,2.66E+00,8.00E+00,8.00E+00,1.35E+03,4.19E+07,-1.30E+00
2.70E+03,4.73E+03,1.03E+03,nan,nan,3.91E+00,9.00E+00,8.00E+00,1.14E+03,2.07E+07,-1.50E+00
2.79E+03,4.69E+03,9.63E+02,nan,nan,4.39E+00,8.00E+00,8.00E+00,2.34E+03,4.68E+07,-1.30E+00
2.78E+03,4.66E+03,9.89E+02,nan,nan,6.12E+00,1.10E+01,1.10E+01,4.21E+03,4.90E+07,-1.30E+00
2.80E+03,4.65E+03,1.07E+03,nan,nan,4.12E+00,1.20E+01,1.10E+01,9.85E+03,8.04E+07,-1.20E+00
2.76E+03,4.71E+03,9.58E+02,nan,nan,4.33E+00,1.10E+01,9.00E+00,1.41E+04,4.64E+07,-1.50E+00
2.79E+03,4.69E+03,9.88E+02,nan,nan,2.34E+00,7.00E+00,6.00E+00,1.09E+03,4.19E+06,-2.20E+00
2.92E+03,4.73E+03,1.11E+03,nan,nan,3.69E+00,9.00E+00,9.00E+00,4.55E+03,1.97E+07,-1.70E+00
2.78E+03,4.68E+03,9.77E+02,nan,nan,3.82E+00,6.00E+00,6.00E+00,5.76E+02,3.93E+06,-2.10E+00
2.79E+03,4.67E+03,9.92E+02,nan,nan,4.76E+00,1.10E+01,1.00E+01,1.41E+04,5.61E+07,-1.40E+00
2.79E+03,4.67E+03,9.88E+02,nan,nan,3.74E+00,7.00E+00,6.00E+00,2.67E+03,5.26E+06,-2.20E+00
2.78E+03,4.70E+03,9.63E+02,nan,nan,4.22E+00,9.00E+00,8.00E+00,1.65E+03,1.36E+07,-1.80E+00
2.80E+03,4.79E+03,1.00E+03,nan,nan,3.11E+00,8.00E+00,8.00E+00,2.66E+01,6.85E+06,-1.60E+00
2.88E+03,4.78E+03,1.21E+03,nan,nan,4.49E+00,1.10E+01,1.00E+01,4.57E+03,5.97E+07,-1.30E+00
2.91E+03,4.61E+03,9.79E+02,nan,nan,5.33E+00,9.00E+00,9.00E+00,4.06E+02,9.18E+07,-8.00E-01
2.88E+03,4.71E+03,1.04E+03,nan,nan,2.16E+00,9.00E+00,6.00E+00,3.69E+04,2.03E+07,-2.00E+00
2.81E+03,4.68E+03,9.68E+02,nan,nan,3.34E+00,9.00E+00,7.00E+00,5.64E+02,9.89E+06,-1.80E+00
2.77E+03,4.78E+03,9.77E+02,nan,nan,4.72E+00,1.10E+01,1.00E+01,7.29E+02,6.76E+06,-1.90E+00
2.69E+03,4.70E+03,1.01E+03,nan,nan,4.31E+00,9.00E+00,9.00E+00,3.63E+04,4.34E+07,-1.70E+00
2.75E+03,4.64E+03,1.06E+03,nan,nan,5.04E+00,8.00E+00,7.00E+00,3.76E+04,2.43E+07,-1.90E+00
2.81E+03,4.68E+03,1.00E+03,nan,nan,1.73E+00,8.00E+00,6.00E+00,5.11E+02,4.11E+06,-2.10E+00
2.96E+03,4.53E+03,9.46E+02,nan,nan,5.53E+00,9.00E+00,9.00E+00,4.30E+00,4.86E+07,-5.00E-01
2.81E+03,4.67E+03,9.89E+02,nan,nan,4.77E+00,9.00E+00,9.00E+00,4.68E+03,1.78E+07,-1.80E+00
2.82E+03,4.70E+03,1.01E+03,nan,nan,2.42E+00,6.00E+00,6.00E+00,1.28E+03,3.71E+06,-2.30E+00
2.81E+03,4.63E+03,1.01E+03,nan,nan,5.54E+00,6.00E+00,6.00E+00,8.19E+03,1.65E+07,-1.90E+00
2.94E+03,4.66E+03,9.47E+02,nan,nan,2.88E+00,7.00E+00,5.00E+00,9.77E+02,1.74E+07,-1.60E+00
2.78E+03,4.68E+03,9.67E+02,nan,nan,3.68E+00,6.00E+00,6.00E+00,3.82E+01,3.00E+06,-1.90E+00
2.81E+03,4.69E+03,9.67E+02,nan,nan,2.97E+00,7.00E+00,5.00E+00,4.00E+02,2.82E+06,-2.20E+00
2.81E+03,4.62E+03,1.01E+03,nan,nan,5.50E+00,1.00E+01,8.00E+00,5.69E+04,6.45E+07,-1.50E+00
2.79E+03,4.67E+03,9.97E+02,nan,nan,3.25E+00,1.20E+01,1.00E+01,4.20E+04,1.30E+08,-1.20E+00
2.83E+03,4.67E+03,1.03E+03,nan,nan,3.12E+00,8.00E+00,7.00E+00,7.18E+03,1.63E+07,-1.90E+00
2.81E+03,4.66E+03,1.06E+03,nan,nan,3.49E+00,6.00E+00,6.00E+00,2.66E+04,1.68E+07,-2.00E+00
2.71E+03,4.64E+03,1.13E+03,nan,nan,7.43E+00,1.30E+01,1.20E+01,1.38E+04,5.25E+07,-1.50E+00
2.77E+03,4.71E+03,1.07E+03,nan,nan,2.58E+00,6.00E+00,6.00E+00,5.63E+04,2.46E+07,-1.90E+00
2.81E+03,4.68E+03,9.72E+02,nan,nan,3.57E+00,1.20E+01,8.00E+00,3.17E+03,2.81E+07,-1.50E+00
2.80E+03,4.63E+03,1.06E+03,nan,nan,2.48E+00,1.20E+01,9.00E+00,2.20E+04,5.47E+07,-1.50E+00
2.80E+03,4.80E+03,1.14E+03,nan,nan,1.71E+00,6.00E+00,6.00E+00,9.51E+00,1.59E+06,-2.00E+00
2.82E+03,4.66E+03,9.85E+02,nan,nan,3.46E+00,6.00E+00,6.00E+00,1.86E+03,5.86E+06,-2.10E+00
2.78E+03,4.60E+03,1.08E+03,nan,nan,4.38E+00,7.00E+00,5.00E+00,3.56E+04,2.19E+07,-1.90E+00
2.95E+03,4.53E+03,9.31E+02,nan,nan,5.18E+00,7.00E+00,6.00E+00,1.21E+05,8.52E+08,-6.00E-01
2.69E+03,4.72E+03,1.03E+03,nan,nan,3.73E+00,9.00E+00,9.00E+00,2.35E+04,6.72E+07,-1.40E+00
2.79E+03,4.68E+03,9.97E+02,nan,nan,3.35E+00,6.00E+00,6.00E+00,2.80E+03,6.51E+06,-2.10E+00
2.78E+03,4.84E+03,1.02E+03,nan,nan,3.55E+00,1.00E+01,7.00E+00,5.63E+03,5.44E+07,-1.30E+00
2.70E+03,4.67E+03,1.05E+03,nan,nan,6.21E+00,8.00E+00,8.00E+00,4.35E+04,1.35E+08,-1.20E+00
2.72E+03,4.62E+03,1.16E+03,nan,nan,7.65E+00,7.00E+00,6.00E+00,5.04E+04,3.04E+07,-1.80E+00
2.96E+03,4.51E+03,9.18E+02,nan,nan,7.63E+00,1.30E+01,1.30E+01,1.11E+04,2.54E+08,-8.00E-01
2.92E+03,4.74E+03,1.10E+03,nan,nan,2.67E+00,6.00E+00,6.00E+00,3.98E+02,2.08E+06,-2.40E+00
3.12E+03,4.66E+03,1.13E+03,nan,nan,5.30E+00,1.30E+01,1.30E+01,1.58E+03,4.60E+08,-3.00E-01
2.83E+03,4.64E+03,1.05E+03,nan,nan,5.96E+00,1.00E+01,9.00E+00,1.68E+04,1.04E+08,-1.20E+00
2.80E+03,4.67E+03,1.00E+03,nan,nan,4.50E+00,1.30E+01,1.10E+01,6.50E+03,4.90E+07,-1.40E+00
2.91E+03,4.65E+03,1.07E+03,nan,nan,2.00E+00,9.00E+00,9.00E+00,4.74E+02,8.76E+06,-1.80E+00
2.76E+03,4.68E+03,9.80E+02,nan,nan,3.00E+00,1.00E+01,8.00E+00,4.06E+03,3.95E+07,-1.40E+00
2.88E+03,4.79E+03,1.21E+03,nan,nan,4.00E+00,1.60E+01,1.60E+01,6.49E+03,1.66E+08,-9.00E-01
2.72E+03,4.72E+03,1.02E+03,nan,nan,4.00E+00,1.00E+01,8.00E+00,1.29E+02,5.48E+06,-1.80E+00
2.85E+03,4.71E+03,1.06E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,1.86E+02,1.97E+06,-2.30E+00
2.82E+03,4.75E+03,1.15E+03,nan,nan,8.00E+00,1.60E+01,1.50E+01,6.82E+06,6.83E+11,1.70E+00
2.81E+03,4.78E+03,1.06E+03,nan,nan,2.00E+00,7.00E+00,6.00E+00,2.25E+02,1.96E+06,-2.30E+00
2.89E+03,4.79E+03,1.18E+03,nan,nan,3.00E+00,9.00E+00,9.00E+00,1.10E+04,1.70E+07,-1.90E+00
2.84E+03,4.75E+03,1.16E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,2.30E+01,3.00E+06,-1.90E+00
2.68E+03,4.72E+03,1.06E+03,nan,nan,5.00E+00,1.00E+01,9.00E+00,1.78E+02,5.03E+07,-1.00E+00
2.88E+03,4.71E+03,1.12E+03,nan,nan,4.00E+00,9.00E+00,8.00E+00,1.79E+04,2.75E+07,-1.80E+00
2.67E+03,4.71E+03,9.95E+02,nan,nan,5.00E+00,7.00E+00,7.00E+00,1.28E+01,5.52E+06,-1.60E+00
2.79E+03,4.77E+03,1.01E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,3.13E+01,2.73E+06,-1.90E+00
2.78E+03,4.70E+03,9.71E+02,nan,nan,3.00E+00,7.00E+00,7.00E+00,7.48E+03,7.43E+06,-2.20E+00
3.03E+03,4.56E+03,9.65E+02,nan,nan,6.00E+00,8.00E+00,8.00E+00,9.20E+01,4.32E+08,0.00E+00
2.69E+03,4.71E+03,9.86E+02,nan,nan,2.00E+00,8.00E+00,8.00E+00,8.91E+02,6.63E+06,-2.00E+00
2.73E+03,4.73E+03,9.95E+02,nan,nan,3.00E+00,8.00E+00,6.00E+00,1.12E+02,1.17E+07,-1.50E+00
2.74E+03,4.69E+03,1.00E+03,nan,nan,4.00E+00,7.00E+00,7.00E+00,2.19E+04,1.71E+07,-2.00E+00
2.63E+03,4.65E+03,1.05E+03,nan,nan,7.00E+00,1.50E+01,1.30E+01,6.04E+04,1.29E+08,-1.30E+00
2.80E+03,4.75E+03,9.73E+02,nan,nan,3.00E+00,7.00E+00,7.00E+00,4.32E+02,3.07E+06,-2.20E+00
2.73E+03,4.74E+03,1.01E+03,nan,nan,1.00E+00,9.00E+00,5.00E+00,8.52E+02,4.46E+06,-2.10E+00
2.72E+03,4.69E+03,1.08E+03,nan,nan,6.00E+00,1.20E+01,8.00E+00,1.49E+04,2.79E+07,-1.70E+00
2.69E+03,4.71E+03,1.06E+03,nan,nan,4.00E+00,1.20E+01,9.00E+00,1.30E+04,2.99E+07,-1.70E+00
2.67E+03,4.70E+03,1.04E+03,nan,nan,6.00E+00,1.10E+01,8.00E+00,5.85E+03,2.20E+07,-1.70E+00
2.69E+03,4.68E+03,1.08E+03,nan,nan,7.00E+00,1.60E+01,1.30E+01,8.51E+04,1.38E+08,-1.30E+00
2.87E+03,4.70E+03,9.41E+02,nan,nan,2.00E+00,6.00E+00,6.00E+00,1.95E+02,4.19E+06,-2.00E+00
2.85E+03,4.77E+03,1.03E+03,nan,nan,3.00E+00,9.00E+00,8.00E+00,3.19E+02,4.99E+06,-2.00E+00
2.73E+03,4.61E+03,1.08E+03,nan,nan,6.00E+00,1.00E+01,9.00E+00,1.58E+04,3.23E+07,-1.70E+00
2.79E+03,4.79E+03,1.21E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,1.44E+03,4.92E+06,-2.20E+00
2.74E+03,4.72E+03,9.66E+02,nan,nan,3.00E+00,8.00E+00,7.00E+00,1.33E+02,4.59E+06,-1.90E+00
2.80E+03,4.78E+03,1.21E+03,nan,nan,2.00E+00,7.00E+00,6.00E+00,1.46E+03,1.11E+07,-1.80E+00
2.73E+03,4.78E+03,1.06E+03,nan,nan,1.00E+00,6.00E+00,6.00E+00,3.66E+04,2.64E+07,-1.90E+00
2.89E+03,4.73E+03,1.08E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,4.53E+02,1.82E+06,-2.40E+00
2.74E+03,4.76E+03,1.00E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,2.20E+02,2.53E+06,-2.20E+00
2.78E+03,4.72E+03,9.65E+02,nan,nan,3.00E+00,6.00E+00,6.00E+00,1.04E+03,4.02E+06,-2.20E+00
2.81E+03,4.76E+03,9.88E+02,nan,nan,4.00E+00,1.00E+01,8.00E+00,6.95E+01,1.97E+06,-2.20E+00
2.96E+03,4.76E+03,1.13E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,1.25E+03,3.20E+06,-2.30E+00
2.71E+03,4.68E+03,9.95E+02,nan,nan,6.00E+00,9.00E+00,5.00E+00,7.87E+03,1.44E+07,-1.90E+00
3.12E+03,4.53E+03,8.79E+02,nan,nan,8.00E+00,1.30E+01,1.30E+01,3.89E+00,4.03E+08,3.00E-01
2.65E+03,4.80E+03,1.19E+03,nan,nan,7.00E+00,1.50E+01,1.50E+01,1.43E+05,7.46E+08,-7.00E-01
2.69E+03,4.64E+03,1.08E+03,nan,nan,7.00E+00,1.10E+01,8.00E+00,7.13E+02,2.16E+07,-1.50E+00
2.95E+03,4.53E+03,9.40E+02,nan,nan,5.00E+00,7.00E+00,7.00E+00,1.12E+01,5.07E+06,-1.60E+00
2.72E+03,4.61E+03,1.07E+03,nan,nan,9.00E+00,1.30E+01,1.10E+01,4.53E+04,2.51E+08,-1.00E+00
2.90E+03,4.75E+03,1.08E+03,nan,nan,4.00E+00,1.20E+01,1.20E+01,3.94E+01,3.41E+08,0.00E+00
2.92E+03,4.80E+03,1.21E+03,nan,nan,3.00E+00,9.00E+00,9.00E+00,7.27E+03,1.75E+07,-1.80E+00
2.82E+03,4.67E+03,9.84E+02,nan,nan,4.00E+00,1.30E+01,1.20E+01,9.29E+03,1.35E+08,-1.00E+00
2.85E+03,4.70E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,8.59E+00,1.27E+06,-2.10E+00
2.75E+03,4.64E+03,1.15E+03,nan,nan,2.00E+00,9.00E+00,4.00E+00,3.27E+03,2.72E+07,-1.60E+00
2.91E+03,4.77E+03,1.18E+03,nan,nan,7.00E+00,1.40E+01,1.40E+01,4.89E+03,5.68E+07,-1.30E+00
2.76E+03,4.62E+03,1.10E+03,nan,nan,4.00E+00,6.00E+00,5.00E+00,3.23E+04,4.90E+07,-1.60E+00
2.69E+03,4.72E+03,1.05E+03,nan,nan,3.00E+00,1.00E+01,6.00E+00,1.17E+04,1.57E+07,-1.90E+00
2.83E+03,4.67E+03,9.48E+02,nan,nan,7.00E+00,1.60E+01,1.60E+01,7.12E+03,7.16E+08,-3.00E-01
2.73E+03,4.64E+03,1.13E+03,nan,nan,8.00E+00,1.50E+01,1.20E+01,7.14E+04,9.14E+07,-1.40E+00
2.81E+03,4.80E+03,1.22E+03,nan,nan,5.00E+00,9.00E+00,9.00E+00,6.60E+03,2.61E+07,-1.70E+00
2.72E+03,4.71E+03,1.09E+03,nan,nan,3.00E+00,6.00E+00,6.00E+00,1.77E+03,9.42E+06,-1.90E+00
2.84E+03,4.69E+03,1.01E+03,nan,nan,2.00E+00,6.00E+00,4.00E+00,1.09E+02,3.22E+06,-2.00E+00
2.83E+03,4.64E+03,1.01E+03,nan,nan,6.00E+00,1.20E+01,1.20E+01,2.48E+01,2.32E+07,-1.00E+00
2.82E+03,4.81E+03,1.23E+03,nan,nan,3.00E+00,6.00E+00,6.00E+00,3.67E+02,1.78E+07,-1.50E+00
2.81E+03,4.78E+03,1.21E+03,nan,nan,7.00E+00,1.60E+01,1.60E+01,7.01E+05,2.85E+10,6.00E-01
2.83E+03,4.68E+03,1.01E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,2.64E+02,5.81E+06,-1.90E+00
2.80E+03,4.65E+03,1.00E+03,nan,nan,3.00E+00,1.20E+01,8.00E+00,9.79E+03,4.86E+07,-1.50E+00
2.81E+03,4.66E+03,9.90E+02,nan,nan,5.00E+00,1.30E+01,1.10E+01,6.56E+03,1.27E+08,-1.00E+00
2.99E+03,4.54E+03,9.61E+02,nan,nan,4.00E+00,1.00E+01,1.00E+01,1.70E+01,2.89E+07,-9.00E-01
2.84E+03,4.68E+03,1.00E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,3.85E+02,6.10E+06,-1.90E+00
2.91E+03,4.72E+03,1.12E+03,nan,nan,4.00E+00,6.00E+00,6.00E+00,6.88E+02,3.85E+06,-2.20E+00
2.77E+03,4.67E+03,9.69E+02,nan,nan,3.00E+00,6.00E+00,5.00E+00,3.29E+02,5.78E+06,-1.90E+00
2.80E+03,4.80E+03,1.23E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,1.94E+04,1.23E+08,-1.20E+00
2.81E+03,4.77E+03,1.09E+03,nan,nan,1.00E+00,6.00E+00,5.00E+00,2.83E+01,1.44E+06,-2.20E+00
2.79E+03,4.69E+03,9.56E+02,nan,nan,4.00E+00,6.00E+00,6.00E+00,4.80E+03,1.63E+07,-1.80E+00
2.83E+03,4.69E+03,1.01E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,2.95E+03,1.27E+07,-1.90E+00
2.70E+03,4.91E+03,1.29E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,7.40E+04,1.03E+08,-1.40E+00
2.79E+03,4.66E+03,9.67E+02,nan,nan,6.00E+00,1.30E+01,1.20E+01,2.71E+02,7.33E+07,-9.00E-01
2.76E+03,4.90E+03,1.30E+03,nan,nan,2.00E+00,7.00E+00,7.00E+00,3.38E+04,4.38E+07,-1.60E+00
2.76E+03,4.95E+03,1.33E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,1.94E+04,8.51E+07,-1.30E+00
2.82E+03,4.80E+03,1.23E+03,nan,nan,7.00E+00,1.40E+01,1.40E+01,1.04E+04,1.26E+08,-1.10E+00
2.60E+03,4.91E+03,1.56E+03,nan,nan,8.00E+00,7.00E+00,6.00E+00,5.63E+04,5.04E+08,-7.00E-01
2.75E+03,4.83E+03,1.25E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,5.15E+04,4.13E+08,-8.00E-01
2.82E+03,4.74E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,1.16E+04,9.01E+06,-2.20E+00
3.05E+03,4.47E+03,9.14E+02,nan,nan,4.00E+00,1.00E+01,1.00E+01,2.26E+02,1.51E+08,-5.00E-01
2.96E+03,4.71E+03,1.11E+03,nan,nan,4.00E+00,9.00E+00,9.00E+00,4.84E+03,1.55E+07,-1.80E+00
2.67E+03,4.77E+03,1.06E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,1.11E+04,3.42E+07,-1.60E+00
3.01E+03,4.61E+03,1.07E+03,nan,nan,6.00E+00,1.00E+01,1.00E+01,1.12E+04,3.14E+07,-1.60E+00
2.88E+03,4.62E+03,9.83E+02,nan,nan,5.00E+00,8.00E+00,8.00E+00,7.06E+02,9.09E+06,-1.80E+00
2.94E+03,4.52E+03,9.69E+02,nan,nan,1.00E+01,1.00E+01,1.00E+01,1.01E+04,7.03E+07,-1.30E+00
2.96E+03,4.69E+03,1.12E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,1.13E+04,5.52E+07,-1.40E+00
2.97E+03,4.71E+03,1.08E+03,nan,nan,2.00E+00,7.00E+00,7.00E+00,3.41E+03,2.49E+07,-1.60E+00
2.99E+03,4.61E+03,1.06E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,2.01E+01,3.72E+07,-8.00E-01
2.85E+03,4.75E+03,1.16E+03,nan,nan,4.00E+00,9.00E+00,7.00E+00,4.06E+02,4.14E+07,-1.10E+00
3.00E+03,4.62E+03,1.06E+03,nan,nan,3.00E+00,8.00E+00,8.00E+00,3.98E+03,2.01E+07,-1.70E+00
2.80E+03,4.77E+03,1.00E+03,nan,nan,4.00E+00,6.00E+00,6.00E+00,2.38E+02,2.95E+07,-1.20E+00
3.01E+03,4.50E+03,8.94E+02,nan,nan,5.00E+00,1.20E+01,1.00E+01,2.78E+02,3.70E+07,-1.10E+00
2.75E+03,4.79E+03,1.04E+03,nan,nan,3.00E+00,1.00E+01,9.00E+00,2.74E+02,1.21E+07,-1.60E+00
2.84E+03,4.75E+03,1.15E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,6.45E+02,2.11E+06,-2.40E+00
2.85E+03,4.79E+03,1.21E+03,nan,nan,4.00E+00,6.00E+00,6.00E+00,4.68E+02,4.97E+06,-2.00E+00
2.82E+03,4.80E+03,1.22E+03,nan,nan,4.00E+00,8.00E+00,7.00E+00,7.02E+03,2.53E+07,-1.70E+00
2.95E+03,4.57E+03,9.44E+02,nan,nan,6.00E+00,1.00E+01,7.00E+00,2.45E+04,6.21E+07,-1.50E+00
2.85E+03,4.80E+03,1.22E+03,nan,nan,7.00E+00,1.40E+01,1.40E+01,1.22E+04,5.72E+08,-5.00E-01
2.95E+03,4.53E+03,9.57E+02,nan,nan,7.00E+00,1.10E+01,1.10E+01,1.26E+01,1.44E+07,-1.20E+00
2.99E+03,4.53E+03,9.50E+02,nan,nan,7.00E+00,1.10E+01,1.10E+01,2.32E+02,3.70E+07,-1.10E+00
2.99E+03,4.51E+03,9.63E+02,nan,nan,7.00E+00,1.30E+01,1.30E+01,2.20E+04,1.15E+08,-1.20E+00
2.94E+03,4.51E+03,9.34E+02,nan,nan,6.00E+00,6.00E+00,6.00E+00,1.17E+01,5.59E+06,-1.50E+00
3.06E+03,4.54E+03,9.29E+02,nan,nan,7.00E+00,1.20E+01,9.00E+00,6.83E+04,2.18E+08,-1.10E+00
2.80E+03,4.80E+03,1.22E+03,nan,nan,4.00E+00,8.00E+00,8.00E+00,2.71E+02,1.08E+07,-1.60E+00
2.92E+03,4.66E+03,1.05E+03,nan,nan,2.00E+00,8.00E+00,7.00E+00,3.41E+02,1.96E+06,-2.40E+00
2.85E+03,4.70E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,5.00E+00,1.17E+02,8.42E+05,-2.60E+00
2.92E+03,4.64E+03,1.03E+03,nan,nan,5.00E+00,9.00E+00,9.00E+00,3.81E+02,6.27E+06,-1.90E+00
2.75E+03,4.80E+03,1.05E+03,nan,nan,2.00E+00,6.00E+00,6.00E+00,1.55E+01,1.28E+06,-2.20E+00
2.80E+03,4.81E+03,1.24E+03,nan,nan,3.00E+00,7.00E+00,6.00E+00,4.79E+03,1.36E+07,-1.90E+00
2.87E+03,4.53E+03,9.20E+02,nan,nan,4.00E+00,6.00E+00,5.00E+00,6.33E+01,4.74E+08,1.00E-01
2.93E+03,4.54E+03,9.40E+02,nan,nan,6.00E+00,6.00E+00,6.00E+00,3.71E+01,1.09E+07,-1.40E+00
2.98E+03,4.59E+03,9.31E+02,nan,nan,6.00E+00,9.00E+00,7.00E+00,1.42E+02,2.28E+07,-1.30E+00
2.92E+03,4.66E+03,1.05E+03,nan,nan,3.00E+00,9.00E+00,8.00E+00,1.36E+03,1.19E+07,-1.80E+00
2.74E+03,4.85E+03,1.05E+03,nan,nan,3.00E+00,7.00E+00,7.00E+00,1.57E+02,4.77E+06,-1.90E+00
2.84E+03,4.79E+03,1.22E+03,nan,nan,5.00E+00,1.30E+01,1.30E+01,6.34E+03,1.24E+08,-1.00E+00
